title,poem,tags,is_love_poem,decade
Nytaar i Norge,"Ring ind, ring ind det nye Aar,

        og ring det gamle ud!

Og gid hvert Slag, den Klokke slaar,

maa være Vølve-Ord, der spaar

        en Nytaars-Stund, en Hæders-Dag

        for gamle Moder Norges Sag,

- ja det, det give Gud!



Det vil ei ske, det er ei sandt,

        hvad onde Vetter spaar,

at dette Folk, som Norge fandt,

med hvad det drømte, hvad det vandt,

        men hvad det faar, og hvad det gir,

        med hvad det er, og hvad det blir,

er skabt til Husmands-Kaar.



Vor gamle Saga siger nei,

        og det med rene Ord.

Hun gik sin egen sterke Vei

og satte Spor paa Strand og Hei

        og peger freidig længer frem

        og syner Leid og signer Hjem

for den, som  og 



Og Henrik Arnold Wergeland,

        var falsk hans Skalde-Mund,

og løi hans klare Hjerte-Brand,

og var han selv en Lygtemand,

        som lokked Norges unge Blod

        at heise Seil og stevne mod

et Skibbruds Vaade-Grund?



Og inde i vor egen Barm

        - sig er det ikke saa? -

det lyder gjennem Døgnets Larm,

at Norges Lykke, livsensvarm,

        den er vort lyse, sterke Haab,

        vort Hjertes Drøm, vor Viljes Daab,

et Maal, vi har at naa.



Og ei vor Tro skal blive bleg,

        fordi i Fordums Tid

er hændt, at Norges Vagthold veg,

at somme taug, hvor andre sveg;

        vel er det sandt, desværre! - men

        det skal, ved Gud, ei ske igjen!

- et Ord - giv Næven hid!



Fordi vi har vor Far og Mor

        og vore Minder her,

fordi vi føler og vi tror:

paa  vort Livskald gror,

        - at den er vor, og længer frem

        den bliver  Hjem:

vi  har den kjær!



Saa lev da, Norge, frit og rankt

        i Folke-Kredsens Rund,

med Panden klar, med Skjoldet blankt,

ja, lev et Liv saa rigt og langt,

        som jeg, din Søn, det gjerne vil

        og lægger alt mit Ønske til

i denne Nytaars-Stund!","Per Sivle, Nyttår, Alle dikt alfabetisk, Dikt skrevet på 1800-tallet",0,1800
Man føler det.,"Jeg har mange ganger lurt på hvordan ""kjærlighet"" staves, men man staver ikke kjærlighet, det sier Ole Brumm. Kjærlighet er noe man føler sier han. Kjærligheten jeg føler for deg er varm og rykende. Du føles så nær, men du er egentlig langt borte, lengre en det vi tror. Skulle ønske du var her, her ved siden av meg slik at jeg kunne kjenne den friske lukten av deg. Du og jeg kunne gjort vidunderlige ting sammen, det tror jeg du vet.  Sammen kan vi være ett! Man kan ikke alltid velge hvem vår kjærlighet går til, men man kan heller ikke fjerne kjærligheten da fjerner man også bort gleden, men min kjærlighet går til deg og det er jeg stolt av, jeg er stolt av at jeg har blitt kjent med eg, jeg er stolt av at du er minn venn, men jeg vil veldig gjerne ha deg som mere enn, en venn.   



 



Diktet er selvlaget med hjelp fra diktet om Ole Brumm som lyder. "" Hvordan staves kjærlighet, sa Nasse Nøff.

- Kjærlighet staves ikke, det må føles, sa Ole Brum""","Kjærlighet, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",1,2000
Jenna Oakley,"Ikke vær redd mine venner

Redsel blir til glede

Når deres hjerte brenner

 tvilen er til stede

Inspirasjonen tenner



Ikke rop om hjelp 

nei

hjelper-det?

Stopp alt sytet

Sier jeg

Vær deg selv

Bare nyt det

Gå din egen vei



Tredimensjonal smerte

Tramp ned med halte-fot

Rop fra rustet hjerte

Hvor er livets rot?

Si meg er det verdt det?



 Tankene vender

Tvil skal bli til ære

Naken hud som kjenner

Deres kropp skal ei fortære

Si meg hvor det brenner!

Nei!

Ikke vær redd mine venner



Frie tøyler i din fantasi 

min venn

Frihet til å vise

Finnes det noe bedre? 

Bare kjenn

Nerver kommer på-gli

Hvem er det du vil hedre?

Ikke ti



ja du er fri min venn

med din verdi

du skal bli

den

du skal aldri være redd

igjen","Jenna Oakley, Redsel, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Ouverture.,"""Verden er grå!"" Nei, verden er deilig,

sommernatten så lun og så lang.

""Somren er død!"" Nei,  er det sommer:

sommer i sindet og sol i min sang.

Og jeg har alverdens guld i min taske,

mynt i min lomme og vin på min flaske.

Og jeg har en hue med bånd og med rose

og fillet er både min sko og min hose.

Og jeg er konge i berget det blå

og du er et trold, du elendige grå.

Og jeg tør knipse dig op i din næse,

og jeg tør håne dig ret op i fjæset:

""Trold, har du blommer,

jasmin og viol,

sange om sommer,

digte om sol?""","Vilhelm Krag, Dikt skrevet på 1800-tallet, Sommer, Sol, Digte (Vilhelm Krag), Natt, Alle dikt alfabetisk",0,1800
Naturen gir,"Høsten tordner, regnet slår

Vinter,n stormer, is vi får

Våren kommer, med sin knopp

Sommer,n varmer så vår kropp.","Natur, Marit Irene Jensen, Årstider, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Masken,"Foran ansiktet på enhver av oss, holdes det frem en maske.

Vi gjemmer sannheten bak masken.

Vi gjemmer vår personlighet bak masken.

Vi gjemmer en av de viktigste eiendelene til et menneske.



Det reneste som fins blant oss og samtidig,

det som gjør et menneske til et menneske.

Det menneskelige med et menneske.



Følelsene våre.","Snowder, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Sorg, Dikt",0,2000
"De døde, de må glemmes","Jeg satt her helt alene

På rommet mitt en natt.

Jeg følte meg så ensom

Her i den store sengen jeg satt.



Ingen mennesker har fått sett,

Hva tap har gjort med meg.

Jeg har nå grått i flere måneder,

Alle tårene for deg.



Lykken har forsvunnet,

Ingen latter har blitt hørt.

Jeg føler meg alene.

Du mitt hjerte kraftig har berørt.



Alle smiler til meg,

De ser ikke til mitt savn.

De tenker ikke over at jeg

Aldri får holde deg i min favn.



Bare den som har elsket

Vet om avskjedens bitre smerte.

Når den første bølgen av ensomhet

Skyller igjennom ditt hjerte.



Vi hadde våre uenigheter,

Men fikk alltid skværet opp.

Nå har jeg ingen å snakke med

For ditt hjerte stoppet opp.



Jeg elsket deg, for du forsto.

Jeg elsket deg, for deg.

Jeg drømte om et evig liv,

Sammen du og jeg.



Livet må gå videre,

De døde, de må glemmes.

Men jeg vil aldri klare det,

Jeg lar bare minnene gjemmes...","Tullerose, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Døden",0,2000
Min kjærlighets erklæring,"I cannot stop fighting. Like and addict cortisol rushes trough my vain till the point where I no longer control the outcome of what will happen.



I scream. screaming so loud that you can feel the pain increase with every shot fired from the words that I say.



I love you. I am trying to tell you But you don’t listen for selfish reasons Not even you understand.



I get high. The cosmos get’s bigger and bigger as an endless darkness with only death as it’s reward.



We die. The greatest feeling that we feel. We Wake up the next morning to do it all again.","Pat, Dikt, Døden, Filosofi, Kjærlighet, Engelsk, Rus, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",1,2000
Vinter.,"Det er koldt iaften.

Jeg kjender, du skjælver

og klynger dig tæt til min arm. -

Vi går under træernes stivfrosne grene,

og alle de bittesmå kvistefingre

bæver i blåhvide rimfløielsvanter,

og alting sover.



Mod somren - de duftlumre sommernætter -

længes vi begge. Mod løv og sol

og fuglenes dæmpede fløiten i skoge. -



...Men kommer de tider, da kan det jo hænde,

at én går så stille de gamle stier

og bærer en svidende længsel isinde.

Kanhænde den ensomme truer mod himlen

og bander al sommerens gjøglende flitter.

Går blot og pleier et bittersødt minde,

født under rimhvide lindegrene.","Digte (Vilhelm Krag), Vilhelm Krag, Dikt skrevet på 1800-tallet, Alle dikt alfabetisk, Vinter",0,1800
Gaming,"En fin GeForce GtX 680

er finere med noe blått i

Big tower med en Intelcore i7

Til og med du blir sjalu

med ASUS Maximus V Formula, AC3, Socket-1155 

kommer du til å få en klem

Pcn' min er beast

So get ready for ""The Heist""","Teknologi, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Det regner i mitt hår,"Det regner i mitt hår

samme hvor i verden jeg går

en sølepytt og et blad

høstens farger gjør meg så glad.

I nattens måneskinn

kommer tåka sigende inn

og når det gryr av dag

solen varmer

og gir velbehag.","Høst, Marit Irene Jensen, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Den siste time,"Hun tar av jakka og ser på armen,

det blå merket og den rødlige varmen.

Hun gråter høylytt, men ingen hører,

hun skriker av smerte for døve ører.



Døra åpnes, hun holder pusten.

Ansiktet hennes; blekt og gustent.

Det ingen andre ville se,

var hun tvunget til å leve med.



Når hånden heves og orda faller,

ekteskapets plikter kaller.

Hun lager maten slik som før,

slik som gode kone gjør.



Det siste spark, den siste time.

Dødens klokke vil snart kime.

Hun lukker øyne og faller ned,

må livet etter gi henne fred","Vold, Dikt skrevet på 2000-tallet, Sorg, Ingvild90, Alle dikt alfabetisk",0,2000
Solkverv,"Ljost fyre og myrkt bak!

       Greid Skuring og klaar Sak:



Og Snjo-Kaven skreik: „Soli er daud!“

       Og Dimma aukade paa etter kvart.

Og Vetren var so lang og so aud.

Og Notti vart so lang og so svart.

Men so fekk me Solkverv

innunder Jol.

       Og Joli, ho kom

       med aukande Sol.

— Det ljosnar, det ljosnar kvar evige Dag!

       

              



Ljost fyre og myrkt bak!

       Greid Skuring og klaar Sak:



Og Helvite skreik: „Himlen er daud!“

Og Tvilen aukade paa etter kvart.

Og Verdi vart so myrk og so aud.

       Og Hugen vart so tung og so svart.



Men so fekk me Solkverv

innunder Jol.

       Og Joli, ho kom

       med Tru og med Sol.

— Det ljosnar, det ljosnar kvar evige Dag!

       

              



Ljost fyre og myrkt bak!

       Greid Skuring og klaar Sak:



Og Hugsotti skreik: „Viljen er daud!“

       Og Dugløysa voks di meir etter kvart.

Og ingen lydde, der ingen baud.

       Og inkjevetta av allting vart.

Men so fekk me Solkverv

innunder Jol.

       Og Joli, ho kom

       med Vilje og Sol.

— Det ljosnar, det ljosnar kvar evige Dag!

       

              



Ljost fyre og myrkt bak!

       Greid Skuring og klaar Sak:



Og Vetren skreik: „Vaaren er daud!“

       Og Kulden aukade paa etter kvart.

Og Sporven fraus og leid Svoltar-Naud.

       Og Verdi var ufjelg og Livet svart.



Men so fekk me Solkverv

innunder Jol.

       Og Soli gjev Vaar,

       som Joli gav Sol.

— Det ljosnar, det ljosnar kvar evige Dag!","Viser og kvad, Vår, Dikt skrevet på 1800-tallet, Per Sivle, Sol, Høst, Alle dikt alfabetisk",0,1800
Om Monica,"Jeg er Monica,fra Norge.

Og jeg liker

mitt land.





Jeg er Monica,fra Norge.

Og jeg liker,

været i mitt land.","Alle dikt alfabetisk, Dikt skrevet på 2000-tallet, Norge",0,2000
Mimrestund,"Når skoleklokka ringer

og arbeidsdagen rår

da sitter vi og mimrer

om tanker fra i går.



En sommer er nå over

og høsten står for tur

Jeg elsker og jeg hater

men jeg finnes ikke sur.



Når vinterkulda rimer

og nattefrosten rår

da tenker vi tilbake

på sommer og på vår.","Årstider, Marit Irene Jensen, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Guldkorn 0017,"Jeg beder dig ikke om rosen paa dit bryst,

ei heller om en lok af dit haar;

thi rosen vil falme so blomsterne i høst,

og lokkernes glasspil forgaar.



Jeg ønsker ei heller den perletunge snor,

der snør sig som en snog om din haand;

thi vilde du mig fængsle, du kjendte vel de ord,

der bandt mig med stærkere baand.



Nei, skjænk mig en tanke, naar dagen bryder frem,

et stille suk i skumringens fred,

en taareblank perle, ifald jeg skifter hjem

og sænkes under havbølgen ned.



Thi tanker og taarer er evighedens guld,

en sjælerigdom, Herren os gav,

og aldrig kan de falme og lægges under muld,

men spire som blomster fra vor grav.","Vilhelm Bergsøe, Guldkorn",0,0
Sorg,"Før mit Hjærte fuldt og ungt

Sig som Rosenknoppen tungt

Vuggede paa Livets Stengel,

Og en sammenfoldet Vinge

Var hvert Blad, som Tankens Engel

Vilde folde ud og svinge.



Før mit unge Hjærte slog,

O, saa friskt som Fugl i Skog!

Tanke sig med Tanke ranked',

Til et Vildnis Foden stængte,

Af dem alle Dug jeg sanked'

Og med nye Vei mig sprængte.



O, hvor svulmed høit dets Slag,

Som i Storm et Norges Flag,

Medens Stangen staar og buer!

For hver Gang det monne banke,

Gav dets morgenunge Luer

Til min Sjæl en sangfuld Tanke.



Ak, hvi var saa kort dog kun

Sangen i min Morgenstund? -

Dagens vak'te Aander stege

Ved dens Lyd af Sjælegrunden,

Taager, tanketunge, blege,

Sank henover Blomsterbunden!","Digte I (Jonas Lie), Jonas Lie, Dikt skrevet på 1800-tallet, Alle dikt alfabetisk, Sorg",0,1800
Kjærlighetssorg,"Jeg trodde du var min og du var så jævla fin

men plutselig en dag sa du hadet bra da begynte jeg å grine trodde aldri

du kom til å forsvinne i mine tanker var du da men nå er en ny gutt i

tankene en som ikke var sprakende så hadet jævla bra i helvete for nå er

dette mye bedre.","Celine, Sorg, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Håp (Rose),"Et indre jordskjelv som rister av smerte. 

Smerten som får øynene til å gråte. 

Tanker som får hode til å sprenge. 

Et indre jordskjelv som ingen kan se. 



Alene i mine tanker, tanker som piner meg. 

Et rop om hjelp som ingen kan høre,

for på utsiden er jeg ei blid jente.","Håp, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Naturkrefter,"Vannet's kraft og

Vindens styrke

fører med seg

sorg og lykke

Regnet spruter

fossen går

men til sommer'n

tørken rår.","Natur, Marit Irene Jensen, Dikt skrevet på 2000-tallet, Alle dikt alfabetisk",0,2000
Småfuglene på juleneket,"""Kom lille sisik! Følg med, følg med!

Et herlig julekveldsmål jeg vet.""



""En fattig husmann bak skogen bor.

Han gir oss et nek i år som i fjor.""



""Han eier kun tre, dog gir han oss et.

For Jesu skyld så gjør han det.""



""Og hør du småsisik, stur ei så,

men følg med din fetter, spurven grå!""



Så fløy de søskenbarn av sted.

Om julekvelden er lykken med.



Seg katten listet på låvebro,

Han skottet nok lysten opp til de to.



Men sulten gjør både døv og blind,

De styrtet like i neket inn.



Der satt de så lunt i sno og sne,

Kun høyest stjerne kunne dem se.



Der satt de trygt på den høye stang.

Den julenatt ble dem ei for lang.



De satt der begge til messetid.

Da klokkene ringte, så fløy de dit.



De satte seg på det spir av gull.

Der så de him`len av engler full","Jul, Henrik Wergeland, Alle dikt alfabetisk, Dikt skrevet på 1800-tallet",0,1800
Sneklokker,"o tre sneklokker. Hvide og svage, fødte i smerte.

Grønhvide. En ser hvor deres liv er vart, hu-

den fin og ræd. Blyge. Men med livstrangen indi sig,

med en glad grøn krans deroppe på de tre blege

blade.

    Sådan i forbigående var det jeg bad hende komme,

bare sådan i forbigående.

    I den tid som går forbi, før våren rigtig tør komme,

da er det at de klokkerne blir til. Og dog hænger de

der med hodet fuldt og dirrer, dirrer med de flor-

vævede, døgnlevende tanker.

     skulde ha havt dem. Sligt som ord er for tunge

for skulde de ha meldt om.

    De ringer.

    Hele veien opover har jeg hørt dem ringe.

    Det er toner, som må gribes. De må gribes af nogen,

o Gud! Det er dråberne fra vinterens lystrang - de

må plukkes nu; de svinder, de dør i ensomheden.

    To tre sneklokker.

    Jeg kryster ud deres livskraft. Hun kom ikke. De

stakkels, tendre blomster!

    Jeg trær dem ihjel.

    Det var jo bare nogen sarte, blege spirer, som

kanske - kanske - ved hendes bryst kunde ha blit

til roser.","Digte i prosa (Sigbjørn Obstfelder), Sigbjørn Obstfelder, Dikt skrevet på 1800-tallet, Alle dikt alfabetisk, Forelskelse",0,1800
Jesus elsk meg!,"Jesus elsk meg!

Å gud Jesus, elsk meg!

Jesus jeg elsker deg!

Elsker du meg?","Jesus, Religion, Alle dikt alfabetisk, Dikt skrevet på 2000-tallet",0,2000
Bryllupssang (Mel- En liden Gut ifra Tistedalen),"Igjennem skovfagre Soløer Bygd

    Glommen svømmer,

Og, speiler Skogen sig tit lidt stygt,

    Er der Tømmer.

En Skaal for Skogen og det Jægerchor,

Som langs med Bredderne af Glommen bor,

    Først vi tømmer.



Om Østerdølernes Jægerchor

    Trygt jeg siger,

Det er det første paa grønnen Jord,

    Det ei sviger;

Dog mageløsere endnu gror

Der langs med Glommen et deiligt Chor

    Af Smaapiger.



Om raske Gutter og Tømmer tykt

    Nordfra klinger;

Men med Smaapiger er Bygden smykt

    Her i Vinger,

Og derfor Gutten fra Aasnæs kom

Og plukked listig sin Rosenblom

    Her i Vinger.



Og Jægerne ifra Østerdal'n,

    De er' svære,

De række Alt, hvad de pege paa,

    Med Geværet,

Det være Tiur, det være Røy,

Og knapt er Solen dem en Blink for høi

    Op i Væ'ret.



En liten Gut ifra Aasnæs Bygd

    Skjøt mot Sola,

Og see, en Jomfru i yndig Blygd

    Dat til Jola.

Aa Herre milde min, er det Dig!

Der faldt som Blomster fra Himmerig

    Ned paa Jola.



Derfor en Skaal for den Aasnæs Gut

    Vil vi drikke,

Og for, at Bøssen hans ikke maa

    No'entid klikke,

Han er en Gut, ja saa frank og gla,

Og Brura aarked han som Præmie ta,

    Lad os drikke.



En Skaal for Jægeren drak vi ud,

    Som sig sømmer,

Og nu en Skaal for hans unge Brud

    Vi udtømmer:

Gid liten Valborg fra Præstegaard

det slig paa Marschen med Jægern faar,

    Som hun drømmer.","Digte I (Jonas Lie), Jonas Lie, Dikt skrevet på 1800-tallet, Alle dikt alfabetisk, Bryllup",0,1800
